dateTime,last,lastDateTime,volBid,volAsk,bid,ask,vol
1325458860000,1.29446,1325458860000,0,0,1.29446,1.29446,0
1325458920000,1.2944,1325458920000,0,0,1.2944,1.2944,0
1325458980000,1.29442,1325458980000,0,0,1.29442,1.29442,0
1325459040000,1.29443,1325459040000,0,0,1.29443,1.29443,0
1325459100000,1.2945,1325459100000,0,0,1.2945,1.2945,0
1325459160000,1.29472,1325459160000,0,0,1.29472,1.29472,0
1325459220000,1.29458,1325459220000,0,0,1.29458,1.29458,0
1325459280000,1.29459,1325459280000,0,0,1.29459,1.29459,0
1325459340000,1.29459,1325459340000,0,0,1.29459,1.29459,0
1325459400000,1.29456,1325459400000,0,0,1.29456,1.29456,0
1325459460000,1.29456,1325459460000,0,0,1.29456,1.29456,0
1325459520000,1.29455,1325459520000,0,0,1.29455,1.29455,0
1325459580000,1.29459,1325459580000,0,0,1.29459,1.29459,0
1325459640000,1.2946,1325459640000,0,0,1.2946,1.2946,0
1325459700000,1.2946,1325459700000,0,0,1.2946,1.2946,0
1325459760000,1.29461,1325459760000,0,0,1.29461,1.29461,0
1325459820000,1.29462,1325459820000,0,0,1.29462,1.29462,0
1325459880000,1.29504,1325459880000,0,0,1.29504,1.29504,0
1325459940000,1.29511,1325459940000,0,0,1.29511,1.29511,0
1325460000000,1.29504,1325460000000,0,0,1.29504,1.29504,0
1325460060000,1.29503,1325460060000,0,0,1.29503,1.29503,0
1325460120000,1.29503,1325460120000,0,0,1.29503,1.29503,0
1325460180000,1.29498,1325460180000,0,0,1.29498,1.29498,0
1325460240000,1.29492,1325460240000,0,0,1.29492,1.29492,0
1325460300000,1.29499,1325460300000,0,0,1.29499,1.29499,0
1325460360000,1.29492,1325460360000,0,0,1.29492,1.29492,0
1325460420000,1.29485,1325460420000,0,0,1.29485,1.29485,0
1325460480000,1.29484,1325460480000,0,0,1.29484,1.29484,0
1325460540000,1.29488,1325460540000,0,0,1.29488,1.29488,0
1325460600000,1.29481,1325460600000,0,0,1.29481,1.29481,0
1325460660000,1.29452,1325460660000,0,0,1.29452,1.29452,0
1325460720000,1.29454,1325460720000,0,0,1.29454,1.29454,0
1325460780000,1.29478,1325460780000,0,0,1.29478,1.29478,0
1325460840000,1.29479,1325460840000,0,0,1.29479,1.29479,0
1325460900000,1.29483,1325460900000,0,0,1.29483,1.29483,0
1325460960000,1.29483,1325460960000,0,0,1.29483,1.29483,0
1325461020000,1.29476,1325461020000,0,0,1.29476,1.29476,0
1325461080000,1.29477,1325461080000,0,0,1.29477,1.29477,0
1325461140000,1.29473,1325461140000,0,0,1.29473,1.29473,0
1325461200000,1.29459,1325461200000,0,0,1.29459,1.29459,0
1325461260000,1.29413,1325461260000,0,0,1.29413,1.29413,0
1325461320000,1.29416,1325461320000,0,0,1.29416,1.29416,0
1325461380000,1.29427,1325461380000,0,0,1.29427,1.29427,0
1325461440000,1.29408,1325461440000,0,0,1.29408,1.29408,0
1325461500000,1.29406,1325461500000,0,0,1.29406,1.29406,0
1325461560000,1.29413,1325461560000,0,0,1.29413,1.29413,0
1325461620000,1.29411,1325461620000,0,0,1.29411,1.29411,0
1325461680000,1.29411,1325461680000,0,0,1.29411,1.29411,0
1325461740000,1.29412,1325461740000,0,0,1.29412,1.29412,0
1325461800000,1.29401,1325461800000,0,0,1.29401,1.29401,0
1325461860000,1.29391,1325461860000,0,0,1.29391,1.29391,0
1325461980000,1.29427,1325461980000,0,0,1.29427,1.29427,0
1325462040000,1.29428,1325462040000,0,0,1.29428,1.29428,0
1325462100000,1.29428,1325462100000,0,0,1.29428,1.29428,0
1325462160000,1.29451,1325462160000,0,0,1.29451,1.29451,0
1325462220000,1.29448,1325462220000,0,0,1.29448,1.29448,0
1325462280000,1.29448,1325462280000,0,0,1.29448,1.29448,0
1325462640000,1.29429,1325462640000,0,0,1.29429,1.29429,0
1325462700000,1.29427,1325462700000,0,0,1.29427,1.29427,0
1325462760000,1.29432,1325462760000,0,0,1.29432,1.29432,0
1325462820000,1.29432,1325462820000,0,0,1.29432,1.29432,0
1325462880000,1.2944,1325462880000,0,0,1.2944,1.2944,0
1325462940000,1.29443,1325462940000,0,0,1.29443,1.29443,0
1325463000000,1.29444,1325463000000,0,0,1.29444,1.29444,0
1325463060000,1.2944,1325463060000,0,0,1.2944,1.2944,0
1325463120000,1.2944,1325463120000,0,0,1.2944,1.2944,0
1325463300000,1.2944,1325463300000,0,0,1.2944,1.2944,0
1325463360000,1.29434,1325463360000,0,0,1.29434,1.29434,0
1325463420000,1.29433,1325463420000,0,0,1.29433,1.29433,0
1325463480000,1.29447,1325463480000,0,0,1.29447,1.29447,0
1325463540000,1.2946,1325463540000,0,0,1.2946,1.2946,0
1325463600000,1.29426,1325463600000,0,0,1.29426,1.29426,0
1325463720000,1.29349,1325463720000,0,0,1.29349,1.29349,0
1325463780000,1.29409,1325463780000,0,0,1.29409,1.29409,0
1325463840000,1.29412,1325463840000,0,0,1.29412,1.29412,0
1325463900000,1.29414,1325463900000,0,0,1.29414,1.29414,0
1325463960000,1.29418,1325463960000,0,0,1.29418,1.29418,0
1325464020000,1.29421,1325464020000,0,0,1.29421,1.29421,0
1325464080000,1.29423,1325464080000,0,0,1.29423,1.29423,0
1325464140000,1.29426,1325464140000,0,0,1.29426,1.29426,0
1325464200000,1.29428,1325464200000,0,0,1.29428,1.29428,0
1325464260000,1.29432,1325464260000,0,0,1.29432,1.29432,0
1325464380000,1.29435,1325464380000,0,0,1.29435,1.29435,0
1325464620000,1.29437,1325464620000,0,0,1.29437,1.29437,0
1325464860000,1.29435,1325464860000,0,0,1.29435,1.29435,0
1325465040000,1.29456,1325465040000,0,0,1.29456,1.29456,0
1325465100000,1.29454,1325465100000,0,0,1.29454,1.29454,0
1325465160000,1.29455,1325465160000,0,0,1.29455,1.29455,0
1325465220000,1.29454,1325465220000,0,0,1.29454,1.29454,0
1325465280000,1.29455,1325465280000,0,0,1.29455,1.29455,0
1325465340000,1.29455,1325465340000,0,0,1.29455,1.29455,0
1325465400000,1.29453,1325465400000,0,0,1.29453,1.29453,0
1325465520000,1.2945,1325465520000,0,0,1.2945,1.2945,0
1325465580000,1.29449,1325465580000,0,0,1.29449,1.29449,0
1325465640000,1.29451,1325465640000,0,0,1.29451,1.29451,0
1325465700000,1.29463,1325465700000,0,0,1.29463,1.29463,0
1325465760000,1.2946,1325465760000,0,0,1.2946,1.2946,0
1325465820000,1.29454,1325465820000,0,0,1.29454,1.29454,0
1325465940000,1.29452,1325465940000,0,0,1.29452,1.29452,0
1325466000000,1.2944,1325466000000,0,0,1.2944,1.2944,0
1325466060000,1.29438,1325466060000,0,0,1.29438,1.29438,0
1325466180000,1.29432,1325466180000,0,0,1.29432,1.29432,0
1325466240000,1.2943,1325466240000,0,0,1.2943,1.2943,0
1325466300000,1.29428,1325466300000,0,0,1.29428,1.29428,0
1325466360000,1.29454,1325466360000,0,0,1.29454,1.29454,0
1325466420000,1.2943,1325466420000,0,0,1.2943,1.2943,0
1325466480000,1.29404,1325466480000,0,0,1.29404,1.29404,0
1325466540000,1.29403,1325466540000,0,0,1.29403,1.29403,0
1325466600000,1.29442,1325466600000,0,0,1.29442,1.29442,0
1325466660000,1.29467,1325466660000,0,0,1.29467,1.29467,0
1325466720000,1.29409,1325466720000,0,0,1.29409,1.29409,0
1325466780000,1.29405,1325466780000,0,0,1.29405,1.29405,0
1325466840000,1.29403,1325466840000,0,0,1.29403,1.29403,0
1325466900000,1.29405,1325466900000,0,0,1.29405,1.29405,0
1325466960000,1.29411,1325466960000,0,0,1.29411,1.29411,0
1325467020000,1.29409,1325467020000,0,0,1.29409,1.29409,0
1325467080000,1.29418,1325467080000,0,0,1.29418,1.29418,0
1325467140000,1.29431,1325467140000,0,0,1.29431,1.29431,0
1325467200000,1.29423,1325467200000,0,0,1.29423,1.29423,0
1325467500000,1.29423,1325467500000,0,0,1.29423,1.29423,0
1325467860000,1.2943,1325467860000,0,0,1.2943,1.2943,0
1325467920000,1.29432,1325467920000,0,0,1.29432,1.29432,0
1325467980000,1.29423,1325467980000,0,0,1.29423,1.29423,0
1325468100000,1.29424,1325468100000,0,0,1.29424,1.29424,0
1325468160000,1.29423,1325468160000,0,0,1.29423,1.29423,0
1325468280000,1.29428,1325468280000,0,0,1.29428,1.29428,0
1325468460000,1.2943,1325468460000,0,0,1.2943,1.2943,0
1325468520000,1.29429,1325468520000,0,0,1.29429,1.29429,0
1325468580000,1.29428,1325468580000,0,0,1.29428,1.29428,0
1325468700000,1.29432,1325468700000,0,0,1.29432,1.29432,0
1325468760000,1.29422,1325468760000,0,0,1.29422,1.29422,0
1325468820000,1.2942,1325468820000,0,0,1.2942,1.2942,0
1325468880000,1.29422,1325468880000,0,0,1.29422,1.29422,0
1325469060000,1.29422,1325469060000,0,0,1.29422,1.29422,0
1325469180000,1.29418,1325469180000,0,0,1.29418,1.29418,0
1325469240000,1.29418,1325469240000,0,0,1.29418,1.29418,0
1325469300000,1.29418,1325469300000,0,0,1.29418,1.29418,0
1325469420000,1.29414,1325469420000,0,0,1.29414,1.29414,0
1325469480000,1.29418,1325469480000,0,0,1.29418,1.29418,0
1325469540000,1.29385,1325469540000,0,0,1.29385,1.29385,0
1325469600000,1.29383,1325469600000,0,0,1.29383,1.29383,0
1325469660000,1.29387,1325469660000,0,0,1.29387,1.29387,0
1325469780000,1.29376,1325469780000,0,0,1.29376,1.29376,0
1325469840000,1.29377,1325469840000,0,0,1.29377,1.29377,0
1325469960000,1.29377,1325469960000,0,0,1.29377,1.29377,0
1325470140000,1.29378,1325470140000,0,0,1.29378,1.29378,0
1325470380000,1.29379,1325470380000,0,0,1.29379,1.29379,0
1325470440000,1.29376,1325470440000,0,0,1.29376,1.29376,0
1325470500000,1.29361,1325470500000,0,0,1.29361,1.29361,0
1325470860000,1.29361,1325470860000,0,0,1.29361,1.29361,0
1325470980000,1.2936,1325470980000,0,0,1.2936,1.2936,0
1325471040000,1.29359,1325471040000,0,0,1.29359,1.29359,0
1325471100000,1.29359,1325471100000,0,0,1.29359,1.29359,0
1325471160000,1.29359,1325471160000,0,0,1.29359,1.29359,0
1325471220000,1.29359,1325471220000,0,0,1.29359,1.29359,0
1325471280000,1.29359,1325471280000,0,0,1.29359,1.29359,0
1325471340000,1.29359,1325471340000,0,0,1.29359,1.29359,0
1325471400000,1.2936,1325471400000,0,0,1.2936,1.2936,0
1325471460000,1.29353,1325471460000,0,0,1.29353,1.29353,0
1325471700000,1.29354,1325471700000,0,0,1.29354,1.29354,0
1325471760000,1.29355,1325471760000,0,0,1.29355,1.29355,0
1325471820000,1.29351,1325471820000,0,0,1.29351,1.29351,0
1325471880000,1.29356,1325471880000,0,0,1.29356,1.29356,0
1325471940000,1.29355,1325471940000,0,0,1.29355,1.29355,0
1325472000000,1.29354,1325472000000,0,0,1.29354,1.29354,0
1325472060000,1.29355,1325472060000,0,0,1.29355,1.29355,0
1325472120000,1.29365,1325472120000,0,0,1.29365,1.29365,0
1325472180000,1.29364,1325472180000,0,0,1.29364,1.29364,0
1325472240000,1.29362,1325472240000,0,0,1.29362,1.29362,0
1325472300000,1.29363,1325472300000,0,0,1.29363,1.29363,0
1325472420000,1.29362,1325472420000,0,0,1.29362,1.29362,0
1325472540000,1.29361,1325472540000,0,0,1.29361,1.29361,0
1325472600000,1.29362,1325472600000,0,0,1.29362,1.29362,0
1325472660000,1.29245,1325472660000,0,0,1.29245,1.29245,0
1325472720000,1.29306,1325472720000,0,0,1.29306,1.29306,0
1325472840000,1.29305,1325472840000,0,0,1.29305,1.29305,0
1325472900000,1.29303,1325472900000,0,0,1.29303,1.29303,0
1325472960000,1.29309,1325472960000,0,0,1.29309,1.29309,0
1325473020000,1.29306,1325473020000,0,0,1.29306,1.29306,0
1325473080000,1.29308,1325473080000,0,0,1.29308,1.29308,0
1325473140000,1.29309,1325473140000,0,0,1.29309,1.29309,0
1325473200000,1.29307,1325473200000,0,0,1.29307,1.29307,0
1325473260000,1.29302,1325473260000,0,0,1.29302,1.29302,0
1325473320000,1.29306,1325473320000,0,0,1.29306,1.29306,0
1325473380000,1.29308,1325473380000,0,0,1.29308,1.29308,0
1325473440000,1.29308,1325473440000,0,0,1.29308,1.29308,0
1325473500000,1.29359,1325473500000,0,0,1.29359,1.29359,0
1325473560000,1.29353,1325473560000,0,0,1.29353,1.29353,0
1325473620000,1.29352,1325473620000,0,0,1.29352,1.29352,0
1325473800000,1.29351,1325473800000,0,0,1.29351,1.29351,0
1325473860000,1.29351,1325473860000,0,0,1.29351,1.29351,0
1325473920000,1.29358,1325473920000,0,0,1.29358,1.29358,0
1325474040000,1.29356,1325474040000,0,0,1.29356,1.29356,0
1325474160000,1.29355,1325474160000,0,0,1.29355,1.29355,0
1325474220000,1.29358,1325474220000,0,0,1.29358,1.29358,0
1325474280000,1.29342,1325474280000,0,0,1.29342,1.29342,0
1325474400000,1.29342,1325474400000,0,0,1.29342,1.29342,0
1325474760000,1.29342,1325474760000,0,0,1.29342,1.29342,0
1325474820000,1.2934,1325474820000,0,0,1.2934,1.2934,0
1325474880000,1.29456,1325474880000,0,0,1.29456,1.29456,0
1325474940000,1.29327,1325474940000,0,0,1.29327,1.29327,0
1325475000000,1.29323,1325475000000,0,0,1.29323,1.29323,0
1325475060000,1.29322,1325475060000,0,0,1.29322,1.29322,0
1325475120000,1.29324,1325475120000,0,0,1.29324,1.29324,0
1325475180000,1.29305,1325475180000,0,0,1.29305,1.29305,0
1325475240000,1.29351,1325475240000,0,0,1.29351,1.29351,0
1325475300000,1.29339,1325475300000,0,0,1.29339,1.29339,0
1325475360000,1.29305,1325475360000,0,0,1.29305,1.29305,0
1325475420000,1.29297,1325475420000,0,0,1.29297,1.29297,0
1325475480000,1.29299,1325475480000,0,0,1.29299,1.29299,0
1325475540000,1.29292,1325475540000,0,0,1.29292,1.29292,0
1325475600000,1.2927,1325475600000,0,0,1.2927,1.2927,0
1325475660000,1.29263,1325475660000,0,0,1.29263,1.29263,0
1325475780000,1.29293,1325475780000,0,0,1.29293,1.29293,0
1325475840000,1.29285,1325475840000,0,0,1.29285,1.29285,0
1325475900000,1.29283,1325475900000,0,0,1.29283,1.29283,0
1325475960000,1.29223,1325475960000,0,0,1.29223,1.29223,0
1325476020000,1.2932,1325476020000,0,0,1.2932,1.2932,0
1325476080000,1.29295,1325476080000,0,0,1.29295,1.29295,0
1325476260000,1.29284,1325476260000,0,0,1.29284,1.29284,0
1325476320000,1.29339,1325476320000,0,0,1.29339,1.29339,0
1325476380000,1.29268,1325476380000,0,0,1.29268,1.29268,0
1325476440000,1.29269,1325476440000,0,0,1.29269,1.29269,0
1325476500000,1.29297,1325476500000,0,0,1.29297,1.29297,0
1325476560000,1.29285,1325476560000,0,0,1.29285,1.29285,0
1325476620000,1.29258,1325476620000,0,0,1.29258,1.29258,0
1325476680000,1.29259,1325476680000,0,0,1.29259,1.29259,0
1325476740000,1.2926,1325476740000,0,0,1.2926,1.2926,0
1325476860000,1.29258,1325476860000,0,0,1.29258,1.29258,0
1325476920000,1.29267,1325476920000,0,0,1.29267,1.29267,0
1325476980000,1.29214,1325476980000,0,0,1.29214,1.29214,0
1325477040000,1.29215,1325477040000,0,0,1.29215,1.29215,0
1325477100000,1.2922,1325477100000,0,0,1.2922,1.2922,0
1325477160000,1.29215,1325477160000,0,0,1.29215,1.29215,0
1325477280000,1.2922,1325477280000,0,0,1.2922,1.2922,0
1325477340000,1.29215,1325477340000,0,0,1.29215,1.29215,0
1325477460000,1.2923,1325477460000,0,0,1.2923,1.2923,0
1325477520000,1.29235,1325477520000,0,0,1.29235,1.29235,0
1325477700000,1.29237,1325477700000,0,0,1.29237,1.29237,0
1325477760000,1.29235,1325477760000,0,0,1.29235,1.29235,0
1325477820000,1.29237,1325477820000,0,0,1.29237,1.29237,0
1325477880000,1.29244,1325477880000,0,0,1.29244,1.29244,0
1325477940000,1.29251,1325477940000,0,0,1.29251,1.29251,0
1325478000000,1.29246,1325478000000,0,0,1.29246,1.29246,0
1325478060000,1.29246,1325478060000,0,0,1.29246,1.29246,0
1325478120000,1.29247,1325478120000,0,0,1.29247,1.29247,0
1325478480000,1.29246,1325478480000,0,0,1.29246,1.29246,0
1325478540000,1.29246,1325478540000,0,0,1.29246,1.29246,0
1325478600000,1.29267,1325478600000,0,0,1.29267,1.29267,0
1325478660000,1.29271,1325478660000,0,0,1.29271,1.29271,0
1325478720000,1.29254,1325478720000,0,0,1.29254,1.29254,0
1325478780000,1.29233,1325478780000,0,0,1.29233,1.29233,0
1325478840000,1.29244,1325478840000,0,0,1.29244,1.29244,0
1325478900000,1.29242,1325478900000,0,0,1.29242,1.29242,0
1325478960000,1.29244,1325478960000,0,0,1.29244,1.29244,0
1325479020000,1.29264,1325479020000,0,0,1.29264,1.29264,0
1325479080000,1.29275,1325479080000,0,0,1.29275,1.29275,0
1325479140000,1.29266,1325479140000,0,0,1.29266,1.29266,0
1325479200000,1.29247,1325479200000,0,0,1.29247,1.29247,0
1325479260000,1.29247,1325479260000,0,0,1.29247,1.29247,0
1325479380000,1.29222,1325479380000,0,0,1.29222,1.29222,0
1325479440000,1.29234,1325479440000,0,0,1.29234,1.29234,0
1325479500000,1.29252,1325479500000,0,0,1.29252,1.29252,0
1325479680000,1.29239,1325479680000,0,0,1.29239,1.29239,0
1325479740000,1.29255,1325479740000,0,0,1.29255,1.29255,0
1325479860000,1.29217,1325479860000,0,0,1.29217,1.29217,0
1325479920000,1.29217,1325479920000,0,0,1.29217,1.29217,0
1325479980000,1.29219,1325479980000,0,0,1.29219,1.29219,0
1325480040000,1.29219,1325480040000,0,0,1.29219,1.29219,0
1325480100000,1.29221,1325480100000,0,0,1.29221,1.29221,0
1325480160000,1.2922,1325480160000,0,0,1.2922,1.2922,0
1325480280000,1.29219,1325480280000,0,0,1.29219,1.29219,0
1325480400000,1.29219,1325480400000,0,0,1.29219,1.29219,0
1325480460000,1.29223,1325480460000,0,0,1.29223,1.29223,0
1325480520000,1.29243,1325480520000,0,0,1.29243,1.29243,0
1325480700000,1.29254,1325480700000,0,0,1.29254,1.29254,0
1325480760000,1.29272,1325480760000,0,0,1.29272,1.29272,0
1325480820000,1.29247,1325480820000,0,0,1.29247,1.29247,0
1325480880000,1.29243,1325480880000,0,0,1.29243,1.29243,0
1325481000000,1.29248,1325481000000,0,0,1.29248,1.29248,0
1325481060000,1.29248,1325481060000,0,0,1.29248,1.29248,0
1325481180000,1.29243,1325481180000,0,0,1.29243,1.29243,0
1325481300000,1.29245,1325481300000,0,0,1.29245,1.29245,0
1325481360000,1.29255,1325481360000,0,0,1.29255,1.29255,0
1325481720000,1.29284,1325481720000,0,0,1.29284,1.29284,0
1325481780000,1.29291,1325481780000,0,0,1.29291,1.29291,0
1325481840000,1.29278,1325481840000,0,0,1.29278,1.29278,0
1325481900000,1.2928,1325481900000,0,0,1.2928,1.2928,0
1325481960000,1.29286,1325481960000,0,0,1.29286,1.29286,0
1325482020000,1.29282,1325482020000,0,0,1.29282,1.29282,0
1325482080000,1.29327,1325482080000,0,0,1.29327,1.29327,0
1325482200000,1.29332,1325482200000,0,0,1.29332,1.29332,0
1325482260000,1.2933,1325482260000,0,0,1.2933,1.2933,0
1325482380000,1.29304,1325482380000,0,0,1.29304,1.29304,0
1325482440000,1.29305,1325482440000,0,0,1.29305,1.29305,0
1325482500000,1.29301,1325482500000,0,0,1.29301,1.29301,0
1325482560000,1.29301,1325482560000,0,0,1.29301,1.29301,0
1325482740000,1.29303,1325482740000,0,0,1.29303,1.29303,0
1325482800000,1.29298,1325482800000,0,0,1.29298,1.29298,0
1325482860000,1.29298,1325482860000,0,0,1.29298,1.29298,0
1325482980000,1.29295,1325482980000,0,0,1.29295,1.29295,0
1325483040000,1.29295,1325483040000,0,0,1.29295,1.29295,0
1325483100000,1.29296,1325483100000,0,0,1.29296,1.29296,0
1325483160000,1.29295,1325483160000,0,0,1.29295,1.29295,0
1325483220000,1.29295,1325483220000,0,0,1.29295,1.29295,0
1325483340000,1.29293,1325483340000,0,0,1.29293,1.29293,0
1325483460000,1.29295,1325483460000,0,0,1.29295,1.29295,0
1325483760000,1.29293,1325483760000,0,0,1.29293,1.29293,0
1325483940000,1.29291,1325483940000,0,0,1.29291,1.29291,0
1325484000000,1.29291,1325484000000,0,0,1.29291,1.29291,0
1325484060000,1.29291,1325484060000,0,0,1.29291,1.29291,0
1325484120000,1.29281,1325484120000,0,0,1.29281,1.29281,0
1325484180000,1.29287,1325484180000,0,0,1.29287,1.29287,0
1325484240000,1.29283,1325484240000,0,0,1.29283,1.29283,0
1325484300000,1.29284,1325484300000,0,0,1.29284,1.29284,0
1325484360000,1.29283,1325484360000,0,0,1.29283,1.29283,0
1325484420000,1.29284,1325484420000,0,0,1.29284,1.29284,0
1325484600000,1.29287,1325484600000,0,0,1.29287,1.29287,0
1325484720000,1.29283,1325484720000,0,0,1.29283,1.29283,0
1325484840000,1.29282,1325484840000,0,0,1.29282,1.29282,0
1325484900000,1.29284,1325484900000,0,0,1.29284,1.29284,0
1325484960000,1.29286,1325484960000,0,0,1.29286,1.29286,0
1325485560000,1.29278,1325485560000,0,0,1.29278,1.29278,0
1325485620000,1.29256,1325485620000,0,0,1.29256,1.29256,0
1325485680000,1.29277,1325485680000,0,0,1.29277,1.29277,0
1325485740000,1.29282,1325485740000,0,0,1.29282,1.29282,0
1325485800000,1.29302,1325485800000,0,0,1.29302,1.29302,0
1325485860000,1.29305,1325485860000,0,0,1.29305,1.29305,0
1325485920000,1.29306,1325485920000,0,0,1.29306,1.29306,0
1325485980000,1.29305,1325485980000,0,0,1.29305,1.29305,0
1325486040000,1.29298,1325486040000,0,0,1.29298,1.29298,0
1325486100000,1.29301,1325486100000,0,0,1.29301,1.29301,0
1325486160000,1.29297,1325486160000,0,0,1.29297,1.29297,0
1325486220000,1.29294,1325486220000,0,0,1.29294,1.29294,0
1325486280000,1.29306,1325486280000,0,0,1.29306,1.29306,0
1325486340000,1.29304,1325486340000,0,0,1.29304,1.29304,0
1325486400000,1.29301,1325486400000,0,0,1.29301,1.29301,0
1325486460000,1.29298,1325486460000,0,0,1.29298,1.29298,0
1325486520000,1.29294,1325486520000,0,0,1.29294,1.29294,0
1325486580000,1.29294,1325486580000,0,0,1.29294,1.29294,0
1325486640000,1.29298,1325486640000,0,0,1.29298,1.29298,0
1325486700000,1.293,1325486700000,0,0,1.293,1.293,0
1325486760000,1.29313,1325486760000,0,0,1.29313,1.29313,0
1325486820000,1.29312,1325486820000,0,0,1.29312,1.29312,0
1325486880000,1.29318,1325486880000,0,0,1.29318,1.29318,0
1325486940000,1.29318,1325486940000,0,0,1.29318,1.29318,0
1325487000000,1.29315,1325487000000,0,0,1.29315,1.29315,0
1325487060000,1.29311,1325487060000,0,0,1.29311,1.29311,0
1325487120000,1.29322,1325487120000,0,0,1.29322,1.29322,0
1325487300000,1.29322,1325487300000,0,0,1.29322,1.29322,0
1325487360000,1.29401,1325487360000,0,0,1.29401,1.29401,0
1325487420000,1.2938,1325487420000,0,0,1.2938,1.2938,0
1325487480000,1.29399,1325487480000,0,0,1.29399,1.29399,0
1325487540000,1.29379,1325487540000,0,0,1.29379,1.29379,0
1325487600000,1.2929,1325487600000,0,0,1.2929,1.2929,0
1325487660000,1.29297,1325487660000,0,0,1.29297,1.29297,0
1325487720000,1.29334,1325487720000,0,0,1.29334,1.29334,0
1325487780000,1.29336,1325487780000,0,0,1.29336,1.29336,0
1325487840000,1.29321,1325487840000,0,0,1.29321,1.29321,0
1325487900000,1.29343,1325487900000,0,0,1.29343,1.29343,0
1325487960000,1.29378,1325487960000,0,0,1.29378,1.29378,0
1325488020000,1.29415,1325488020000,0,0,1.29415,1.29415,0
1325488080000,1.29387,1325488080000,0,0,1.29387,1.29387,0
1325488140000,1.29392,1325488140000,0,0,1.29392,1.29392,0
1325488200000,1.29405,1325488200000,0,0,1.29405,1.29405,0
1325488260000,1.29411,1325488260000,0,0,1.29411,1.29411,0
1325488320000,1.29428,1325488320000,0,0,1.29428,1.29428,0
1325488380000,1.29421,1325488380000,0,0,1.29421,1.29421,0
1325488440000,1.29419,1325488440000,0,0,1.29419,1.29419,0
1325488500000,1.29393,1325488500000,0,0,1.29393,1.29393,0
1325488560000,1.2941,1325488560000,0,0,1.2941,1.2941,0
1325488620000,1.29415,1325488620000,0,0,1.29415,1.29415,0
1325488680000,1.29418,1325488680000,0,0,1.29418,1.29418,0
1325488740000,1.29418,1325488740000,0,0,1.29418,1.29418,0
1325488860000,1.29415,1325488860000,0,0,1.29415,1.29415,0
1325488980000,1.29417,1325488980000,0,0,1.29417,1.29417,0
1325489040000,1.29416,1325489040000,0,0,1.29416,1.29416,0
1325489100000,1.29404,1325489100000,0,0,1.29404,1.29404,0
1325489160000,1.29399,1325489160000,0,0,1.29399,1.29399,0
1325489220000,1.29413,1325489220000,0,0,1.29413,1.29413,0
1325489280000,1.29419,1325489280000,0,0,1.29419,1.29419,0
1325489340000,1.29425,1325489340000,0,0,1.29425,1.29425,0
1325489400000,1.29439,1325489400000,0,0,1.29439,1.29439,0
